729	8
-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-2.990859	-7.777906
-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.992484	-7.237296
-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.026618	-3.992386
-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.998059	-7.309546
-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.003225	-4.613701
-1.000000	-1.000000	-1.000000	-1.000000	0.000000	1.000000	0.011872	-3.436220
-1.000000	-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-0.980737	-3.368486
-1.000000	-1.000000	-1.000000	-1.000000	1.000000	0.000000	0.009750	-1.787553
-1.000000	-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.020184	0.224446
-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.999178	-4.279731
-1.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	-0.988248	-2.174149
-1.000000	-1.000000	-1.000000	0.000000	-1.000000	1.000000	0.021870	-3.248020
-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-0.997303	-5.586280
-1.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	-0.007410	-1.267745
-1.000000	-1.000000	-1.000000	0.000000	0.000000	1.000000	1.001953	-0.416233
-1.000000	-1.000000	-1.000000	0.000000	1.000000	-1.000000	0.012393	-1.570690
-1.000000	-1.000000	-1.000000	0.000000	1.000000	0.000000	1.001613	0.452194
-1.000000	-1.000000	-1.000000	0.000000	1.000000	1.000000	2.008434	2.877256
-1.000000	-1.000000	-1.000000	1.000000	-1.000000	-1.000000	-0.986433	-4.794078
-1.000000	-1.000000	-1.000000	1.000000	-1.000000	0.000000	0.010611	-0.873312
-1.000000	-1.000000	-1.000000	1.000000	-1.000000	1.000000	1.000219	-0.270657
-1.000000	-1.000000	-1.000000	1.000000	0.000000	-1.000000	-0.010339	-3.306124
-1.000000	-1.000000	-1.000000	1.000000	0.000000	0.000000	1.012679	-0.085926
-1.000000	-1.000000	-1.000000	1.000000	0.000000	1.000000	1.997610	1.977248
-1.000000	-1.000000	-1.000000	1.000000	1.000000	-1.000000	1.005163	0.953883
-1.000000	-1.000000	-1.000000	1.000000	1.000000	0.000000	2.000966	2.236644
-1.000000	-1.000000	-1.000000	1.000000	1.000000	1.000000	3.018694	4.940502
-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-3.006274	-7.346579
-1.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	-2.000711	-5.380573
-1.000000	-1.000000	0.000000	-1.000000	-1.000000	1.000000	-0.982006	-3.796854
-1.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-2.006133	-4.944615
